BRAND & NAME,Quick Access Pocket (#),Additional Notes,Bag Style Opening,Compression Straps,Depth (inches),Expandable,Expandable Volume,Handles,Height (inches),LINKS,Laptop Access,Lash Points (outside),Load Lifters,Luggage Pass Through / Trolley Sleeve,Material,Max. Laptop Size (in),Org Slots/Pockets,Origin of Company,Packable,Picture,Price (USD),QAP Location,Sternum Strap,Type,Volume (liters),WBP Location,Warranty,Water Bottle Pockets (#),Weight (lbs),Width (inches)
Evergoods Civic Panel Loader 16L,1,Lash-points are really handle extensions,Clamshell,no,6,No,No,2,16.5,https://evergoods.us/products/civic-panel-loader-16l&sa=D&source=editors&ust=1740763376024454&usg=AOvVaw36KmnMJcAObPzcnvmspUya,External compartment,3,No,No,840D Ballistic,15,No,USA,No,https://www.mukama.com/cdn/shop/files/EG_CPL16_Solution-Dyed-Black_01.jpg?v=1740044758&width=900,230,front,Yes,Backpack,16,,Lifetime,0,2.9,11
Evergoods Civic Panel Loader 24L,1,Lash-points are really handle extensions,Clamshell,no,7,No,No,2,18,https://evergoods.us/products/civic-panel-loader-24l&sa=D&source=editors&ust=1740763376027053&usg=AOvVaw3YqmYOQ1Ld0xKgGYcWFMjq,External compartment,3,No,No,840D Ballistic,15,No,USA,No,https://my-test-11.slatic.net/p/f6c7636a86ed1d6b0b7a6c49bb8b610d.png,280,front,Yes,Backpack,24,,Lifetime,0,3.1,11.5
Evergoods Civic Travel Bag 20L,1,,Clamshell,no,8.5,No,No,2,17,https://evergoods.us/products/civic-travel-bag-20l&sa=D&source=editors&ust=1740763376032193&usg=AOvVaw3QWAmJbRiWmKdoGu97WcEX,External compartment,2,No,No,420D Nylon,16,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-TRAVEL-BAG-CTB20-OD-GREEN-FRONT-1-min_2000x.jpg?v=1741982625,260,top,Yes,Backpack,20,Side,Lifetime,2,3.1,11
Evergoods Civic Travel Bag 26L,1,"Aluminum side stay for sturdy side carry.
Internal lash points (similar to Molle).
Plastic and aluminium frame support.",Clamshell,no,8,No,No,2,19,https://evergoods.us/collections/civic-travel-bag-series/products/civic-travel-bag-26l&sa=D&source=editors&ust=1740763376034463&usg=AOvVaw1KGD1sk92lhX1WZphz27Gj,External compartment,2,No,No,420D Nylon,17,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-TRAVEL-BAG-CTB26-SOLUTION-DYED-BLACK-FRONT-min_2000x.png?v=1739822900,300,top,Yes,Backpack,26,Side,Lifetime,2,3.4,12
Evergoods Civic Travel Bag 35L,1,"Aluminum side stay for sturdy side carry.
Internal lash points (similar to Molle).
Plastic and aluminium frame support.",Clamshell,no,9,No,No,3,20.5,https://evergoods.us/products/civic-travel-bag-35l&sa=D&source=editors&ust=1740763376036798&usg=AOvVaw3Yh2Xf6DSSMM0-I_r2eCg9,External compartment,2,No,No,420D Nylon,17,No,USA,No,https://evergoods.us/cdn/shop/files/CIVIC-TRAVEL-BAG-35L-CTB35-SOLUTION-DYED-BLACK-FRONT-min_2000x.png?v=1717015850,350,top,Yes,Backpack,35,Side,Lifetime,2,4,14
Evergoods Mountain Hip Pack 3.5L,1,,,no,4.5,No,No,,6.75,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,420D Nylon,No,Yes,USA,No,https://evergoods.us/cdn/shop/files/MOUNTAIN-HIP-PACK-3.5L-MHP3.5-solutution-dyed-black-QUARTER-VIEW-transparent-min_5000x.png?v=1743622150,119,front,No,Sling,3.5,No,Lifetime,0,0.9,16
Evergoods Mountain Panel Loader 22L,2,,Clamshell,no,8.25,No,No,2,17.75,https://evergoods.us/collections/civic-travel-bag-series/products/civic-travel-bag-26l&sa=D&source=editors&ust=1740763376034463&usg=AOvVaw1KGD1sk92lhX1WZphz27Gj,Internal sleeve,2,No,No,420D Nylon,16,No,USA,No,https://evergoods.us/cdn/shop/files/MOUNTAIN-PANEL-LOADER-22L-SOLUTION-DYED-BLACK-MPL22-FRONT-min_2000x.png?v=1739824141,199,front,Yes,Backpack,22,Side,Lifetime,2,1.9,9.5
Evergoods Mountain Panel Loader 22L,2,Removable waist belt,Clamshell,2,8.25,No,No,2,17.75,https://evergoods.us/collections/civic-travel-bag-series/products/civic-travel-bag-26l&sa=D&source=editors&ust=1740763376034463&usg=AOvVaw1KGD1sk92lhX1WZphz27Gj,Internal sleeve,2,No,No,420D Nylon,16,No,USA,No,https://evergoods.us/cdn/shop/files/MOUNTAIN-PANEL-LOADER-30L-MPL30-BLACK-min_5000x.png?v=1684193724,269,front,Yes,Backpack,30,Side,Lifetime,2,1.9,9.5
Evergoods Panel Loader Classic 20L,1,,Clamshell,no,7.25,No,No,1,17.75,,Internal sleeve,no,No,No,840D Ballistic,17,No,USA,No,https://evergoods.us/cdn/shop/files/PANEL-LOADER-CLASSIC-PLC20-SOLUTION-DYED-BLACK-QUARTERPROFILE-min_1_5000x.png?v=1708468377,149,front,Yes,Backpack,20,No,Lifetime,0,2.2,11
Evergoods Weathershed 22L,0,Suspended and padded laptop and tablet sleeve. Has Admin Panel underneath flap with multiple pockets. Waterproof.,Toploader,no,6,Yes,24L,1,18.5,,Internal sleeve,no,No,No,420D Nylon,16,No,USA,No,https://evergoods.us/cdn/shop/files/ELEMENT-WEATHERSHED-22L-EWS22-SOLUTION-DYED-BLACK-QUARTER-PROFILE-min_800x.jpg?v=1739910075,300,front,Yes,Backpack,22,No,Lifetime,0,2.2,11
Everyman Hideout,1,"top and front zips to main compartment.
Top and side 'hidden' compartments.
Molle on straps",Toploader & Center Zip,4,8,No,No,2,17,https://everyman.co/products/hideout-pack&sa=D&source=editors&ust=1740763376039041&usg=AOvVaw18-zS5M8qtGZ5hOWetVviI,External compartment,4,No,No,Ballistic Nylon,15,No,USA,No,https://everyman.co/cdn/shop/products/Backpack1_1200x.png?v=1646657697,230,side,No,Backpack,24,,Lifetime,0,2.6,11
Filson All-Weather Backpack,2,TPU coated for water resistance.,Rolltop,Yes,7.5,Yes,32,1,17.5,https://www.filson.com/products/scout-backpack-olive-black-covert,Internal sleeve,2,No,No,600D Polyester,15,yes,USA,No,https://www.filson.com/cdn/shop/files/323a6852f62c09c068a86682c4b104cb9e7f23b257f67eaa2cd761c37e73813d.png?v=1770941260&width=1100,179,Front,Yes,Backpack,31,no,Lifetime,0,2.75,12
Filson Dryden Backpack,2,Double-layer reinforced bottom. Meets major airline carry-on size requirements.,Half Zip,No,7,No,No,1,18,https://www.filson.com/products/dryden-backpack-otter-green-1,External compartment,no,No,Yes,1000D Nylon,15,yes,USA,No,https://www.filson.com/cdn/shop/files/32b229e6c262bbca9d94995045045af5028e56a3f11d455ebee65ba6c59a7d85.png?v=1770941215&width=1100,279,Front,No,Backpack,25.5,Side,Lifetime,2,3,12.75
Filson Journeyman Backpack,1,Expandable exterior snap-flap pocket. Solid brass YKK zipper.,Half Zip,No,5.5,No,No,1,17.5,https://www.filson.com/products/journeyman-backpack-tan-2,Internal sleeve,No,No,No,Waxed Canvas,15,no,USA,No,https://www.filson.com/cdn/shop/files/c3b350956f8788b5bfd6c6faf55669df2fdc6e689b1fdeff89f7d9d67c2ff817.png?v=1770941427&width=1100,399,Front,No,Backpack,23,no,Lifetime,0,2.5,12.5
Filson Trapper Creek 28L,1,Heritage waxed cotton & daisy-chain webbing,Clamshell,0,8,No,No,1,19,https://www.filson.com/products/trapper-creek-28l-backpack-dark-timber,Internal sleeve,6,No,No,Waxed Canvas,16,Yes,USA,No,https://www.filson.com/cdn/shop/files/f16b93f693d61e0dd5751742385af4e70978304bc68a75755188baca5506f2ad.png?v=1775504702,249,Top,Yes,Backpack,28,Side,Lifetime,2,2.25,11
Fjallraven Abisko Hike Foldsack,0,"Removable hip strap, bungee cord at front",Toploader,2,7.9,Yes,29,1,20.9,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Not dedicated,>10,No,No,210D Ripstop,No,Yes,Sweden,No,https://www.fjallraven.com/4acc2d/globalassets/catalogs/fjallraven/f2/f272/f27222/f614/abisko_hike_foldsack_27222-614_f_main_fjr.jpg?width=2000&height=2000&rmode=BoxPad&bgcolor=fff&quality=100,130,No,Yes,Backpack,25,Side,Lifetime,2,2,10.2
Fjallraven Abisko Softpack 16,1,Hydration bladder compatible,Half Zip,2,6.3,No,No,1,17.7,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Internal sleeve,>10,No,No,210D Ripstop,15,No,Sweden,No,https://www.fjallraven.com/48f76e/globalassets/catalogs/fjallraven/f2/f232/f23200/f2320030/f23200307/f221/abisko_softpack_16_23200307-221_f_main_fjr.jpg?width=2000&height=2000&rmode=BoxPad&bgcolor=fff&quality=100,100,top,Yes,Backpack,16,Side,Lifetime,2,1,9.5
Fjallraven Foldsack No.1,0,,Toploader,no,5.9,No,No,1,15.8,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Internal sleeve,no,No,No,G-1000 HeavyDuty,15,No,Sweden,No,https://www.fjallraven.com/49aa81/globalassets/catalogs/fjallraven/f2/f242/f24210/f042/7323450533601_ss20_a_foldsack_no_1_fjaellraeven_21.jpg?width=2000&height=2000&rmode=BoxPad&bgcolor=fff&quality=100,115,No,No,Backpack,16,No,Lifetime,0,1.3,11.8
Fjallraven Greenland Top,0,,Toploader,no,5.9,No,No,1,16.9,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Internal sleeve,4,No,No,G-1000 HeavyDuty,15,No,Sweden,No,https://www.fjallraven.com/4948eb/globalassets/catalogs/fjallraven/f2/f231/f23150/f228/greenland_top_23150-228_f_main_fjr.jpg?width=2000&height=2000&rmode=BoxPad&bgcolor=fff&quality=100,130,No,No,Backpack,20,Side,Lifetime,2,1.5,10.2
Fjallraven Haulpack No.1,2,,Toploader,no,7.5,No,No,2,15.4,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Internal sleeve,2,No,No,G-1000 HeavyDuty,15,No,Sweden,No,https://www.fjallraven.com/494884/globalassets/catalogs/fjallraven/f2/f233/f23340/f243/haulpack_no_1_23340-243_f_main_fjr.jpg?width=2000&height=2000&rmode=BoxPad&bgcolor=fff&quality=100,230,front,Yes,Backpack,23,Side,Lifetime,2,2,12.2
Fjallraven High Coast Foldsack 24,1,"Can be folded flat or rolled up, not packable into itself, Removable hip strap",Toploader,2,7.9,Yes,28,1,17.7,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Internal sleeve,2,No,No,400D Nylon,15,Yes,Sweden,Yes,https://www.fjallraven.com/494770/globalassets/catalogs/fjallraven/f2/f232/f23222/f424/high_coast_foldsack_24_23222-424_f_main_fjr.jpg?width=2000&height=2000&rmode=BoxPad&bgcolor=fff&quality=100,130,front,Yes,Backpack,24,Side,Lifetime,2,1,10.2
Fjallraven Raven 20,2,,Half Zip,no,7,No,No,1,16.5,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,Internal sleeve,1,No,No,G-1000 HeavyDuty,15,Yes,Sweden,No,https://www.fjallraven.com/49484b/globalassets/catalogs/fjallraven/f2/f233/f23344/f631/raven_20_23344-631_f_main_fjr.jpg?width=1360&height=1360&rmode=BoxPad&bgcolor=fff&quality=100,100,top & front,No,Backpack,20,Side,Lifetime,2,1.4,11
Fjallraven Raven 28,2,,Half Zip,no,8.3,No,No,1,18.5,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/raven-202&sa=D&source=editors&ust=1740763376046033&usg=AOvVaw118GaflJv0qx16ydRXLGOp,External compartment,1,No,No,G-1000 HeavyDuty,15,Yes,Sweden,No,https://www.fjallraven.com/4948fe/globalassets/catalogs/fjallraven/f2/f233/f23345/f228/raven_28_23345-228_f_main_fjr.jpg?width=1360&height=1360&rmode=BoxPad&bgcolor=fff&quality=100,150,top & front,No,Backpack,28,Side,Lifetime,2,2.2,12.2
Fjallraven Skule 28,1,Water bladder compatible,Half Zip,2,7,No,No,1,19.5,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/daypacks/skule-28&sa=D&source=editors&ust=1740763376048340&usg=AOvVaw2OMf5M5k2c-dAJqjBmMTkG,Internal sleeve,>10,No,No,600D Polyester,15,No,Sweden,No,https://www.fjallraven.com/494993/globalassets/catalogs/fjallraven/f2/f233/f23346/f614/skule_28_23346-614_f_main_fjr.jpg?width=1360&height=1360&rmode=BoxPad&bgcolor=fff&quality=100,100,top,Yes,Backpack,28,Side,Lifetime,2,1.7,16
Fjallraven Ulv̦ 23,1,,Half Zip,2,5,No,No,1,17.5,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/laptop-bags/ulvo-23&sa=D&source=editors&ust=1740763376050726&usg=AOvVaw3Ez-srgJ693K2ULIOaZbOo,Internal sleeve,no,No,No,400D Nylon,15,No,Sweden,No,https://www.fjallraven.com/49462b/globalassets/catalogs/fjallraven/f2/f233/f23301/f171/ulvo_23_23301-171_f_main_fjr.jpg?width=1360&height=1360&rmode=BoxPad&bgcolor=fff&quality=100,125,front,Yes,Backpack,23,Side,Lifetime,2,1.4,11
Fjallraven Ulv̦ Rolltop 30,0,,Rolltop,2,7,No,No,1,19.5,https://www.fjallraven.com/us/en-us/bags-gear/backpacks-bags/daypacks/ulvo-rolltop-30&sa=D&source=editors&ust=1740763376052965&usg=AOvVaw2iHnkKJolM3QnrKzliA2ME,,1,No,No,400D Nylon,15,No,Sweden,No,https://www.fjallraven.com/496089/globalassets/catalogs/fjallraven/f2/f233/f23313/f570/ulvo_30_23313-570_f_main_fjr2.jpg?width=1360&height=1360&rmode=BoxPad&bgcolor=fff&quality=100,160,,Yes,Backpack,30,Side,Lifetime,2,2.3,10.5
Fyro Citta 18L,2,Self-standing design,Clamshell,no,7,No,No,1,16,https://fyro.co/products/fyro-citta-backpack,External compartment,1,No,Yes,330D Nylon,14,Yes,Hongkong,No,https://fyro.co/cdn/shop/files/Citta_iron_14.webp?v=1779136393&width=2048,229,top & back,Yes,Backpack,18,side,Lifetime,1,2.3,11
Fyro Citta 25L,2,Self-standing design,Clamshell,no,8,No,No,1,17,https://fyro.co/products/fyro-citta-backpack,External compartment,1,No,Yes,X-Pac,16,Yes,Hongkong,No,https://fyro.co/cdn/shop/files/Citta_Xpac_4.webp?v=1779136697&width=2048,299,top & back,Yes,Backpack,25,side,Lifetime,1,2.5,12
Fyro Citta Sling 1L,1,Converts to tech pouch,,,2.5,No,No,0,5.5,https://fyro.co/products/fyro-citta-sling,,0,,,330D Nylon,,Yes,Hongkong,,https://fyro.co/cdn/shop/files/cittaslingfronnogimmicks_390c0288-0c60-489e-a706-e1299d049c03.webp?v=1762921046&width=2048,109,,,Sling,1,,Lifetime,0,0.39,10
Fyro Citta Sling 3L,1,Converts to tech pouch,,,3,No,No,0,7,https://fyro.co/products/fyro-citta-sling,,0,,,330D Nylon,,Yes,Hongkong,,https://fyro.co/cdn/shop/files/CittaLargeShop_12_698afe55-2540-4b8a-b259-067604738b0f.webp?v=1762925214&width=2048,119,,,Sling,3,,Lifetime,0,0.59,11
Fyro Levo Travel Backpack 30,1,30/36 Liter variants available,Clamshell,No,7.5,No,No,2,18.5,https://fyro.co/products/fyro-levo-backpack,External compartment,2,Yes,Yes,330D Nylon,16,yes,Hongkong,No,https://fyro.co/cdn/shop/files/Levo_Shop_1_ccd7b084-2e3a-4a1e-84eb-b2786e155492.webp?v=1762996833&width=1100,265,top & front,Yes,Backpack,30,Side,Lifetime,1,2.2,13
Fyro Levo Travel Backpack 36,1,30/36 Liter variants available,Clamshell,No,8.5,No,No,2,20.5,https://fyro.co/products/fyro-levo-backpack,External compartment,2,Yes,Yes,330D Nylon,17,yes,Hongkong,No,https://fyro.co/cdn/shop/files/Levo_Shop_1_ccd7b084-2e3a-4a1e-84eb-b2786e155492.webp?v=1762996833&width=1100,265,top & front,Yes,Backpack,36,Side,Lifetime,1,2.5,14
Fyro Tenax 22L ,3,Has separate tablet sleeve,Clamshell,no,7,Yes,26,1,18,,External compartment,>10,No,Yes,330D Nylon,16,Yes,Hongkong,No,https://fyro.co/cdn/shop/files/02_DSF9732MOD.webp?v=1736371990&width=1680,269,front & back,Yes,Backpack,22,Side,Lifetime,2,2.7,12
GORUCK Bullet Packable,0,,Clamshell,no,5,No,No,1,18.5,https://www.goruck.com/en-gb/products/packable-bullet-ruck-ripstop-robic?srsltid=AfmBOora0bo1ZeU-62IjYC6n0DR4RaQQqycBv_UyKy_vjqQ86RnmYcFa,Not dedicated,no,No,No,Robic Ripstop Nylon,No,No,USA,Yes,https://www.goruck.com/cdn/shop/files/packable_bullet_ranger_green_1800x1800.jpg?v=1741115929,65,,No,Backpack,10,,Lifetime,0,0.4,8.5
GORUCK Bullet Packable,0,,Clamshell,no,5.5,No,No,1,18.5,https://www.goruck.com/en-gb/products/packable-bullet-ruck-ripstop-robic?srsltid=AfmBOora0bo1ZeU-62IjYC6n0DR4RaQQqycBv_UyKy_vjqQ86RnmYcFa,Not dedicated,no,No,No,Robic Ripstop Nylon,No,No,USA,Yes,https://www.goruck.com/cdn/shop/files/PackableBullet15LCoyoteBrown1copy.jpg?v=1770907909,75,,No,Backpack,15,,Lifetime,0,0.4,10.75
GORUCK Bullet Ruck Classic 15L,1,,Clamshell,no,5.5,No,No,1,18.5,https://www.goruck.com/products/bullet-ruck-15l?variant=45301280899172,Internal sleeve,no,No,No,1000D Cordura,14,No,USA,No,https://www.goruck.com/cdn/shop/files/3_44822eeb-0981-45b0-95ec-ca654fdafcd2_1800x1800.jpg?v=1740066445,160,front,Yes,Backpack,15,,Lifetime,0,1.6,10.8
GORUCK Bullet Ruck Classic 15L,1,,Clamshell,no,5.5,No,No,1,18.5,https://www.goruck.com/products/bullet-ruck-15l?variant=45301280899172,Internal sleeve,no,No,No,X-Pac,14,No,USA,No,https://www.goruck.eu/cdn/shop/files/Bullet15Lw_StashPKTXPACCoyote1copy.jpg?v=1748363216,160,front,Yes,Backpack,15,,Lifetime,0,1.6,10.8
GORUCK Bullet Ruck Double Compartment - 16L - Robic,2,,Clamshell,no,7,No,no,1,17.5,https://www.goruck.eu/products/bullet-ruck-laptop-double-compartments-ripstop-nylon,External compartment,no,No,No,Robic Ripstop Nylon,14,No,USA,No,https://www.goruck.com/cdn/shop/files/16L_two_compartment_bullet_a6907ceb-c03e-4454-be6d-a4f057d7410a_720x.jpg?v=1731549080,280,top & front,Yes,Backpack,16,,Lifetime,0,2.8,10.8
GORUCK Bullet Ruck Double Compartment - 18L - Robic,2,,Clamshell,no,7,No,no,1,18.5,https://www.goruck.eu/products/bullet-ruck-laptop-double-compartments-ripstop-nylon,External compartment,no,No,No,Robic Ripstop Nylon,14,No,USA,No,https://www.goruck.com/cdn/shop/files/16L_two_compartment_bullet_a6907ceb-c03e-4454-be6d-a4f057d7410a_720x.jpg?v=1731549080,294,top & front,Yes,Backpack,18,,Lifetime,0,3.1,11.8
GORUCK Bullet Ruck Double Compartment - Dyneema,2,,Clamshell,no,7,No,no,1,18.5,https://www.goruck.com/products/bullet-ruck-double-compartment-dyneema?variant=44437507670116,External compartment,no,No,No,Dyneema,14,No,USA,No,https://www.goruck.com/cdn/shop/files/LEAD_BULLET18L_2COMPARTMENTW-LAPTOPCOMPARTMENT_DYNEEMA_Black_1_1800x1800.jpg?v=1731604850,395,top & front,Yes,Backpack,18,,Lifetime,0,3.1,11.8
GORUCK Bullet Ruck Double Compartment - Waxed Canvas,2,,Clamshell,no,7,No,no,1,18.5,https://www.goruck.com/products/bullet-ruck-double-compartment-dyneema?variant=44437507670116,External compartment,no,No,No,Waxed Canvas,14,No,USA,No,https://www.goruck.com/cdn/shop/files/B18DCWC-4238Bullet-Heritage-DoubleCompartment_Laptop-18LFieldTan1copy.jpg?v=1773767636,235,top & front,Yes,Backpack,18,,Lifetime,0,3.1,11.8
GORUCK Bullet Ruck Laptop 16L,1,,Clamshell,no,5.5,No,No,1,18.5,https://www.goruck.com/products/bullet-ruck-laptop?variant=40762946846820,External compartment,no,No,No,500D Cordura,14,No,USA,No,https://www.goruck.com/cdn/shop/products/black_lead_1800x1800.jpg?v=1731556323,195,front,Yes,Backpack,16,,Lifetime,0,2.6,10
GORUCK Bullet Ruck Laptop 16L,1,,Clamshell,no,5.5,No,No,1,18.5,https://www.goruck.com/products/bullet-ruck-laptop?variant=40762946846820,External compartment,no,No,No,Waxed Canvas,14,No,USA,No,https://storminggravity.com/cdn/shop/files/LeadBullet16L_SingleCompartmentw-LaptopCompartment_BlackWaxedCanvas_BlackLeather_withTopStashPocket1_1800x1800_3e2c2b8b-993c-4c64-8e80-d7e685afd666.jpg?v=1733893772&width=1200,195,front,Yes,Backpack,16,,Lifetime,0,2.6,10
GORUCK GR0 Cordura,1,Compact version of GR1 (formerly Echo); for smaller frames.,Clamshell,No,4.25,No,No,1,16.5,https://www.goruck.com/en-gb/products/gr0-cordura,Internal sleeve,no,No,No,1000D Cordura,13,no,USA,No,https://www.goruck.com/cdn/shop/files/gr0.jpg?v=1767723783,245,front,Yes,Backpack,16,,Lifetime,0,2.2,11.5
GORUCK GR0 Ballistic,1,Compact version of GR1 (formerly Echo); for smaller frames.,Clamshell,No,4.25,No,No,1,16.5,https://www.goruck.com/en-gb/products/gr0-cordura,Internal sleeve,no,No,No,Ballistic Nylon,13,no,USA,No,https://www.goruck.com/cdn/shop/files/gr0.jpg?v=1767723783,245,front,Yes,Backpack,16,,Lifetime,0,2.2,11.5
Goruck GR1 21L,1,,Clamshell,no,5.5,No,No,1,18,https://www.goruck.com/products/gr1-usa?variant=44795832664164,External compartment,no,No,No,1000D Cordura,15,No,USA,No,https://www.goruck.com/cdn/shop/files/21L_COYOTE_1_1800x1800.jpg?v=1741709284,395,top,Yes,Backpack,21,,Lifetime,0,2.8,11.5
Goruck GR1 21L Heritage Waxed Canvas,1,,Clamshell,no,5.5,No,No,1,18,https://www.goruck.com/products/gr1-x-pac-usa?variant%3D4471500957296&sa=D&source=editors&ust=1740763376060570&usg=AOvVaw0Y_G3PInSijQDuAo6hCb9W,External compartment,no,No,No,Waxed Canvas (10oz),15,No,USA,No,https://www.goruck.com/cdn/shop/files/21L_field_tan_bbd5be12-f2f4-40a9-82b8-ea4f7a9858b3.jpg?v=1767720639,525,top,Yes,Backpack,21,,Lifetime,0,3.6,11.5
Goruck GR1 21L X-PAC,1,,Clamshell,no,5.5,No,No,1,18,https://www.goruck.com/products/gr1-x-pac-usa?variant%3D4471500957296&sa=D&source=editors&ust=1740763376060570&usg=AOvVaw0Y_G3PInSijQDuAo6hCb9W,External compartment,no,No,No,X-Pac,15,No,USA,No,https://www.goruck.com/cdn/shop/files/GR121LXPACCoyoteW_Coyote1copy_1800x1800.jpg?v=1741723491,525,top,Yes,Backpack,21,,Lifetime,0,2.6,11.5
Goruck GR1 26L,1,,Clamshell,no,6.8,No,No,1,20,https://www.goruck.com/products/gr1?variant%3D32978334744676&sa=D&source=editors&ust=1740763376057670&usg=AOvVaw1cRS8m3L-45hc7xgVurj8_,External compartment,no,No,No,1000D Cordura,16,No,USA,No,https://www.goruck.com/cdn/shop/files/26L_ranger_green_1800x1800.jpg?v=1736267455,395,top,Yes,Backpack,26,,Lifetime,0,3.2,12
Goruck GR1 26L Heritage Waxed Canvas,1,,Clamshell,no,6.8,No,No,1,20,https://www.goruck.com/products/gr1?variant%3D32978334744676&sa=D&source=editors&ust=1740763376057670&usg=AOvVaw1cRS8m3L-45hc7xgVurj8_,External compartment,no,No,No,X-Pac,16,No,USA,No,https://www.goruck.com/cdn/shop/files/LeadGR126LXPAC_Charcoal-Red_08449a3d-0f20-4baa-8e01-bd5ca1a4c9a0.jpg?v=1782488909,525,top,Yes,Backpack,26,,Lifetime,0,4,12
Goruck GR1 26L Heritage Waxed Canvas,1,,Clamshell,no,6.8,No,No,1,20,https://www.goruck.com/products/gr1?variant%3D32978334744676&sa=D&source=editors&ust=1740763376057670&usg=AOvVaw1cRS8m3L-45hc7xgVurj8_,External compartment,no,No,No,Waxed Canvas (10oz),16,No,USA,No,https://www.goruck.com/cdn/shop/files/dark_oak_26_15f42a7e-2672-4730-b682-867a1effb44d.jpg?v=1769109013,525,top,Yes,Backpack,26,,Lifetime,0,4,12
GORUCK GR1 Dyneema 21,1,,Clamshell,no,5.5,No,No,1,18,https://www.goruck.com/products/gr1-dyneema&sa=D&source=editors&ust=1740763376059003&usg=AOvVaw1nDe-Ai22gof8ZkFfsWNlH,External compartment,no,No,No,Dyneema,15,No,USA,No,https://www.goruck.com/cdn/shop/files/21_06fa696f-84a4-460a-96d2-6436aae0dd6e_1400x.jpg?v=1737394058,495,top,Yes,Backpack,21,,Lifetime,0,2,11.5
Goruck GR2 26L,1,MOLLE internal,Clamshell,no,7.5,No,No,1,18,https://www.goruck.com/products/gr2?variant%3D42853356044388&sa=D&source=editors&ust=1740763376061988&usg=AOvVaw0wgoxpoYlNRikfxIJzLZa4,,no,No,No,1000D Cordura,16,No,USA,No,https://www.goruck.com/cdn/shop/files/GR2_26L_1000D_W__210D_WITH_TOP_STASH_POCKET_Armor_Grey_1.jpg?v=1775844142,375,front,Yes,Backpack,26,,Lifetime,0,3.9,12.5
